Euler1,Euler2,Euler3,misorientation,misor_noise
35,21,63,0.001,7.442
35,21,70,0.001,6.254
35,21,77,0.001,4.101
35,21,84,0.007,4.537
35,21,91,0.01,5.036
35,21,98,0.008,9.599
35,21,105,0.006,2.073
35,21,112,0.005,1.22
35,21,119,0.002,6.039
35,21,126,0.001,1.064
35,21,133,0.006,5.595
35,21,140,0.006,5.244
35,21,147,0.003,4.024
35,21,154,0.001,2.806
35,21,161,0.002,7.92
35,21,168,0.002,3.302
35,21,175,0.001,9.881
35,28,0,0.001,3.887
35,28,7,0.005,2.553
35,28,14,0.006,6.242
35,28,21,0.004,1.211
35,28,28,0.003,5.019
35,28,35,0.002,12.598
35,28,42,0.005,6.792
35,28,49,0.001,2.699
35,28,56,0.002,4.011
35,28,63,0.001,7.316
35,28,70,0.001,1.706
35,28,77,0.004,2.696
35,28,84,0.004,7.763
35,28,91,0.0,3.413
35,28,98,0.005,5.042
35,28,105,0.008,5.026
35,28,112,0.001,5.449
35,28,119,0.008,1.567
35,28,126,0.002,12.214
35,28,133,0.002,1.685
35,28,140,0.001,6.348
35,28,147,0.007,2.098
35,28,154,0.003,1.45
35,28,161,0.003,2.593
35,28,168,0.006,8.379
35,28,175,0.003,8.148
35,35,0,0.001,4.141
35,35,7,0.002,1.909
35,35,14,0.002,3.108
35,35,21,0.006,5.739
35,35,28,0.005,5.54
35,35,35,0.004,2.298
35,35,42,0.006,2.027
35,35,49,0.003,2.974
35,35,56,0.003,0.941
35,35,63,0.004,0.798
35,35,70,0.003,4.69
35,35,77,0.007,3.992
35,35,84,0.004,4.687
35,35,91,0.005,9.595
35,35,98,0.004,2.808
35,35,105,0.001,2.443
35,35,112,0.005,7.071
35,35,119,0.003,2.785
35,35,126,0.002,2.411
35,35,133,0.005,2.958
35,35,140,0.006,1.496
35,35,147,0.001,2.184
35,35,154,0.005,2.028
35,35,161,0.002,3.467
35,35,168,0.001,3.436
35,35,175,0.003,1.436
35,42,0,0.002,2.461
35,42,7,0.005,2.712
35,42,14,0.003,3.306
35,42,21,0.001,1.251
35,42,28,0.003,5.132
35,42,35,0.002,6.348
35,42,42,0.004,0.636
35,42,49,0.004,4.287
35,42,56,0.002,2.682
35,42,63,0.005,3.888
35,42,70,0.003,9.86
35,42,77,0.004,3.441
35,42,84,0.005,1.193
35,42,91,0.003,2.753
35,42,98,0.005,4.621
35,42,105,0.006,4.539
35,42,112,0.004,5.099
35,42,119,0.003,1.861
35,42,126,0.003,1.534
35,42,133,0.002,3.375
35,42,140,0.004,2.658
35,42,147,0.001,3.287
35,42,154,0.003,3.378
35,42,161,0.005,0.676
35,42,168,0.003,2.686
35,42,175,0.004,2.154
35,49,0,0.001,2.464
35,49,7,0.005,1.444
35,49,14,0.004,1.27
35,49,21,0.005,2.272
35,49,28,0.004,1.008
35,49,35,0.004,1.734
35,49,42,0.003,1.051
35,49,49,0.004,3.211
35,49,56,0.003,1.191
35,49,63,0.004,2.628
35,49,70,0.003,0.495
35,49,77,0.004,5.0
35,49,84,0.004,3.226
35,49,91,0.001,1.994
35,49,98,0.004,3.905
35,49,105,0.004,2.586
35,49,112,0.003,5.718
35,49,119,0.004,3.785
35,49,126,0.003,2.832
35,49,133,0.005,3.955
35,49,140,0.004,3.795
35,49,147,0.003,3.223
35,49,154,0.004,2.552
35,49,161,0.004,1.82
35,49,168,0.004,2.58
35,49,175,0.003,1.415
35,56,0,0.004,2.13
35,56,7,0.004,1.405
35,56,14,0.003,2.86
35,56,21,0.003,2.513
35,56,28,0.004,1.758
35,56,35,0.004,4.064
35,56,42,0.004,4.283
35,56,49,0.004,5.503
35,56,56,0.003,4.75
35,56,63,0.003,6.132
35,56,70,0.004,3.757
35,56,77,0.004,3.799
35,56,84,0.003,2.761
35,56,91,0.004,3.049
35,56,98,0.004,2.889
35,56,105,0.004,2.975
35,56,112,0.004,0.738
35,56,119,0.003,1.174
35,56,126,0.003,4.816
35,56,133,0.004,1.493
35,56,140,0.002,2.555
35,56,147,0.003,1.359
35,56,154,0.004,7.113
35,56,161,0.004,5.656
35,56,168,0.003,4.504
35,56,175,0.002,3.868
35,63,0,0.003,2.815
35,63,7,0.003,3.684
35,63,14,0.003,1.552
35,63,21,0.003,4.648
35,63,28,0.002,1.703
35,63,35,0.003,4.418
35,63,42,0.003,1.999
35,63,49,0.003,3.874
35,63,56,0.003,4.062
35,63,63,0.003,2.793
35,63,70,0.002,1.666
35,63,77,0.002,3.061
35,63,84,0.003,4.516
35,63,91,0.002,4.765
35,63,98,0.003,1.675
35,63,105,0.003,2.315
35,63,112,0.004,5.135
35,63,119,0.003,1.186
35,63,126,0.003,2.999
35,63,133,0.003,2.045
35,63,140,0.004,3.489
35,63,147,0.003,7.275
35,63,154,0.004,0.946
35,63,161,0.003,1.559
35,63,168,0.003,7.029
35,63,175,0.004,3.642
35,70,0,0.002,2.808
35,70,7,0.003,4.964
35,70,14,0.003,6.141
35,70,21,0.004,3.996
35,70,28,0.004,3.744
35,70,35,0.003,3.834
35,70,42,0.003,3.223
35,70,49,0.003,1.329
35,70,56,0.003,1.909
35,70,63,0.003,4.438
35,70,70,0.003,2.041
35,70,77,0.003,3.676
35,70,84,0.003,2.918
35,70,91,0.003,1.774
35,70,98,0.003,2.448
35,70,105,0.003,2.88
35,70,112,0.004,4.374
35,70,119,0.003,3.183
35,70,126,0.003,3.987
35,70,133,0.003,3.585
35,70,140,0.002,2.047
35,70,147,0.003,2.682
35,70,154,0.003,2.158
35,70,161,0.003,1.342
35,70,168,0.003,1.832
35,70,175,0.002,3.13
35,77,0,0.002,5.628
35,77,7,0.003,3.64
35,77,14,0.003,3.867
35,77,21,0.004,9.951
35,77,28,0.004,1.806
35,77,35,0.003,7.468
35,77,42,0.003,3.294
35,77,49,0.002,2.145
35,77,56,0.003,3.66
35,77,63,0.003,4.787
35,77,70,0.003,2.544
35,77,77,0.002,4.236
35,77,84,0.003,1.72
35,77,91,0.003,3.594
35,77,98,0.002,1.431
35,77,105,0.003,2.671
35,77,112,0.004,1.225
35,77,119,0.003,16.809
35,77,126,0.003,1.827
35,77,133,0.003,2.802
35,77,140,0.003,2.715
35,77,147,0.003,2.976
35,77,154,0.003,6.896
35,77,161,0.003,2.641
35,77,168,0.003,9.749
35,77,175,0.003,1.357
35,84,0,0.002,1.094
35,84,7,0.003,5.177
35,84,14,0.004,1.18
35,84,21,0.004,3.739
35,84,28,0.003,10.037
35,84,35,0.003,1.572
35,84,42,0.005,3.162
35,84,49,0.003,6.82
35,84,56,0.003,7.826
35,84,63,0.005,4.376
35,84,70,0.004,15.419
35,84,77,0.003,9.188
35,84,84,0.004,5.743
35,84,91,0.005,7.154
35,84,98,0.003,9.576
35,84,105,0.003,8.939
35,84,112,0.002,1.806
35,84,119,0.002,9.582
35,84,126,0.004,2.378
35,84,133,0.006,4.29
35,84,140,0.005,7.94
35,84,147,0.006,10.223
35,84,154,0.008,6.002
35,84,161,0.003,8.1
35,84,168,0.003,13.709
35,84,175,0.007,10.492
42,0,0,0.0,13.653
42,0,7,0.0,5.928
42,0,14,0.0,0.106
42,0,21,0.269,0.723
42,0,28,0.287,5.008
42,0,35,0.0,9.532
42,0,42,0.265,3.101
42,0,49,0.0,7.618
42,0,56,0.0,1.248
42,0,63,0.0,17.16
42,0,70,0.0,14.848
42,0,77,0.347,3.947
42,0,84,0.0,17.213
42,0,91,0.253,20.24
42,0,98,0.335,13.192
42,0,105,0.21,10.619
42,0,112,0.0,14.132
42,0,119,0.0,9.532
42,0,126,0.277,0.692
42,0,133,0.0,0.783
42,0,140,0.0,12.643
42,0,147,0.0,2.164
42,0,154,0.228,0.51
42,0,161,0.0,3.612
42,0,168,0.0,10.567
42,0,175,0.245,0.978
42,7,0,0.004,6.898
42,7,7,0.002,3.545
42,7,14,0.055,5.249
42,7,21,0.009,5.194
42,7,28,0.06,7.012
42,7,35,0.008,5.43
42,7,42,0.002,10.634
42,7,49,0.054,7.871
42,7,56,0.004,7.001
42,7,63,0.024,4.631
42,7,70,0.005,7.007
42,7,77,0.009,7.89
42,7,84,0.044,12.039
42,7,91,0.002,12.994
42,7,98,1.002,9.651
42,7,105,0.028,2.225
42,7,112,0.054,1.94
42,7,119,0.354,7.0
42,7,126,0.015,15.057
42,7,133,0.001,4.088
42,7,140,0.002,6.148
42,7,147,0.002,5.99
42,7,154,0.002,7.002
42,7,161,0.004,7.826
42,7,168,0.007,7.896
42,7,175,0.214,11.097
42,14,0,0.002,7.737
42,14,7,0.003,2.927
42,14,14,0.002,3.394
42,14,21,0.016,2.671
42,14,28,0.002,3.724
42,14,35,0.013,9.153
42,14,42,0.002,3.357
42,14,49,0.001,11.148
42,14,56,0.001,4.892
42,14,63,0.003,3.032
42,14,70,0.011,10.308
42,14,77,0.001,10.611
42,14,84,0.003,4.163
42,14,91,0.001,8.952
42,14,98,0.002,3.538
42,14,105,0.001,6.729
42,14,112,0.006,14.0
42,14,119,0.002,4.879
42,14,126,0.011,9.291
42,14,133,0.003,6.986
42,14,140,0.001,4.001
42,14,147,0.001,8.518
42,14,154,0.002,2.966
42,14,161,0.008,8.656
42,14,168,0.001,4.595
42,14,175,0.014,10.516
42,21,0,0.001,0.44
42,21,7,0.0,5.311
42,21,14,0.001,2.453
42,21,21,0.006,3.941
42,21,28,0.011,1.555
42,21,35,0.004,3.482
42,21,42,0.004,4.241
42,21,49,0.002,4.711
42,21,56,0.003,4.986
42,21,63,0.001,4.152
42,21,70,0.001,4.061
42,21,77,0.002,7.378
42,21,84,0.007,5.073
42,21,91,0.009,3.967
42,21,98,0.009,1.89
42,21,105,0.003,1.607
42,21,112,0.008,4.486
42,21,119,0.001,13.975
42,21,126,0.001,6.234
42,21,133,0.001,7.038
42,21,140,0.006,8.24
42,21,147,0.005,3.782
42,21,154,0.007,6.973
42,21,161,0.002,4.943
42,21,168,0.008,10.658
42,21,175,0.002,10.07
42,28,0,0.001,2.543
42,28,7,0.009,1.585
42,28,14,0.002,2.693
42,28,21,0.002,6.125
42,28,28,0.005,5.032
42,28,35,0.001,6.194
42,28,42,0.001,4.69
42,28,49,0.002,2.059
42,28,56,0.006,6.927
42,28,63,0.002,2.935
42,28,70,0.007,3.658
42,28,77,0.002,3.174
42,28,84,0.001,4.326
42,28,91,0.006,5.747
42,28,98,0.009,0.733
42,28,105,0.007,7.939
42,28,112,0.004,1.594
42,28,119,0.007,5.574
42,28,126,0.004,2.036
42,28,133,0.002,3.825
42,28,140,0.0,2.48
42,28,147,0.004,7.079
42,28,154,0.006,3.77
42,28,161,0.001,2.15
42,28,168,0.009,4.59
42,28,175,0.001,2.854
42,35,0,0.002,3.277
42,35,7,0.005,1.913
42,35,14,0.006,3.44
42,35,21,0.001,2.303
42,35,28,0.007,1.346
42,35,35,0.003,2.638
42,35,42,0.006,3.704
42,35,49,0.001,1.772
42,35,56,0.006,7.02
42,35,63,0.0,5.744
42,35,70,0.005,2.9
42,35,77,0.006,3.062
42,35,84,0.002,4.082
42,35,91,0.004,2.691
42,35,98,0.005,4.115
42,35,105,0.006,4.624
42,35,112,0.003,1.142
42,35,119,0.004,1.597
42,35,126,0.004,4.081
42,35,133,0.006,3.384
42,35,140,0.006,2.297
42,35,147,0.003,0.774
42,35,154,0.006,4.192
42,35,161,0.006,7.074
42,35,168,0.001,5.276
42,35,175,0.001,3.958
42,42,0,0.001,5.916
42,42,7,0.003,6.93
42,42,14,0.005,3.484
42,42,21,0.004,2.988
42,42,28,0.003,4.143
42,42,35,0.005,3.917
42,42,42,0.006,1.809
42,42,49,0.003,0.899
42,42,56,0.003,1.577
42,42,63,0.004,2.602
42,42,70,0.005,1.425
42,42,77,0.005,4.026
42,42,84,0.002,1.674
42,42,91,0.003,2.326
42,42,98,0.005,1.774
42,42,105,0.005,7.854
42,42,112,0.004,2.727
42,42,119,0.005,2.972
42,42,126,0.004,0.506
42,42,133,0.005,3.886
42,42,140,0.003,1.593
42,42,147,0.003,1.919
42,42,154,0.004,0.734
42,42,161,0.002,2.984
42,42,168,0.003,2.074
42,42,175,0.002,1.67
42,49,0,0.002,2.162
42,49,7,0.004,3.044
42,49,14,0.002,1.203
42,49,21,0.005,1.038
42,49,28,0.004,5.194
42,49,35,0.003,2.658
42,49,42,0.004,1.239
42,49,49,0.003,1.306
42,49,56,0.004,2.459
42,49,63,0.005,2.175
42,49,70,0.004,2.357
42,49,77,0.005,1.87
42,49,84,0.005,2.417
42,49,91,0.004,2.536
42,49,98,0.005,5.72
42,49,105,0.003,2.769
42,49,112,0.005,0.729
42,49,119,0.005,2.728
42,49,126,0.004,3.578
42,49,133,0.004,6.418
42,49,140,0.004,4.346
42,49,147,0.003,1.344
42,49,154,0.002,4.939
42,49,161,0.004,1.624
42,49,168,0.003,2.039
42,49,175,0.003,1.53
42,56,0,0.003,1.91
42,56,7,0.004,1.711
42,56,14,0.003,5.82
42,56,21,0.004,2.7
42,56,28,0.002,0.863
42,56,35,0.003,4.433
42,56,42,0.003,0.886
42,56,49,0.003,2.878
42,56,56,0.004,2.552
42,56,63,0.003,1.501
42,56,70,0.004,3.404
42,56,77,0.004,3.057
42,56,84,0.004,1.715
42,56,91,0.003,2.06
42,56,98,0.003,2.544
42,56,105,0.001,2.876
42,56,112,0.004,2.854
42,56,119,0.003,2.808
42,56,126,0.004,3.303
42,56,133,0.002,2.554
42,56,140,0.004,2.132
42,56,147,0.004,2.527
42,56,154,0.002,1.221
42,56,161,0.003,2.719
42,56,168,0.004,2.211
42,56,175,0.004,2.438
42,63,0,0.003,4.452
42,63,7,0.003,2.161
42,63,14,0.003,3.31
42,63,21,0.003,2.704
42,63,28,0.004,0.525
42,63,35,0.004,2.538
42,63,42,0.004,5.386
42,63,49,0.004,1.921
42,63,56,0.003,2.129
42,63,63,0.003,5.45
42,63,70,0.004,3.071
42,63,77,0.003,2.466
42,63,84,0.003,3.51
42,63,91,0.004,0.986
42,63,98,0.003,3.411
42,63,105,0.003,2.969
42,63,112,0.003,1.868
42,63,119,0.003,2.031
42,63,126,0.004,2.167
42,63,133,0.002,5.732
42,63,140,0.002,2.61
42,63,147,0.003,1.289
42,63,154,0.002,2.318
42,63,161,0.003,1.413
42,63,168,0.003,0.823
42,63,175,0.003,3.389
42,70,0,0.003,3.968
42,70,7,0.003,1.435
42,70,14,0.003,2.724
42,70,21,0.003,3.322
42,70,28,0.003,4.664
42,70,35,0.003,2.63
42,70,42,0.004,1.973
42,70,49,0.003,8.065
42,70,56,0.003,1.74
42,70,63,0.002,1.517
42,70,70,0.003,1.803
42,70,77,0.004,2.756
42,70,84,0.003,7.416
42,70,91,0.004,5.039
42,70,98,0.003,1.641
42,70,105,0.003,2.498
42,70,112,0.003,5.898
42,70,119,0.003,6.552
42,70,126,0.003,0.941
42,70,133,0.004,4.288
42,70,140,0.003,6.654
42,70,147,0.003,3.78
42,70,154,0.003,3.48
42,70,161,0.003,2.789
42,70,168,0.003,2.039
42,70,175,0.003,3.215
42,77,0,0.003,7.19
42,77,7,0.003,0.765
42,77,14,0.002,7.011
42,77,21,0.004,6.558
42,77,28,0.003,1.685
42,77,35,0.003,6.927
42,77,42,0.004,2.853
42,77,49,0.002,8.573
42,77,56,0.003,2.162
42,77,63,0.004,1.249
42,77,70,0.003,3.487
42,77,77,0.003,8.345
42,77,84,0.003,3.228
42,77,91,0.003,6.525
42,77,98,0.003,7.077
42,77,105,0.003,1.649
42,77,112,0.003,0.917
42,77,119,0.004,5.261
42,77,126,0.003,9.592
42,77,133,0.002,4.301
42,77,140,0.003,6.985
42,77,147,0.002,11.254
42,77,154,0.002,7.417
42,77,161,0.003,3.865
42,77,168,0.003,3.426
42,77,175,0.003,1.376
42,84,0,0.004,4.952
42,84,7,0.003,16.592
42,84,14,0.003,5.981
42,84,21,0.006,22.563
42,84,28,0.003,3.747
42,84,35,0.004,12.665
42,84,42,0.005,1.996
42,84,49,0.004,8.63
42,84,56,0.003,2.979
42,84,63,0.004,3.762
42,84,70,0.004,11.006
42,84,77,0.004,14.756
42,84,84,0.006,3.619
42,84,91,0.003,4.345
42,84,98,0.003,1.845
42,84,105,0.004,5.245
42,84,112,0.003,15.35
42,84,119,0.003,7.963
42,84,126,0.003,6.363
42,84,133,0.004,6.462
42,84,140,0.002,2.507
42,84,147,0.005,20.078
42,84,154,0.005,4.576
42,84,161,0.004,23.157
42,84,168,0.004,1.608
42,84,175,0.005,3.548
49,0,0,0.0,10.756
49,0,7,0.0,18.15
49,0,14,0.0,8.712
49,0,21,0.0,9.957
49,0,28,0.321,0.984
49,0,35,0.276,0.75
49,0,42,0.249,0.061
49,0,49,0.236,10.401
49,0,56,0.278,0.475
49,0,63,0.0,0.39
49,0,70,0.248,0.748
49,0,77,0.228,0.446
49,0,84,0.0,8.793
49,0,91,0.071,12.338
49,0,98,0.0,19.673
49,0,105,0.0,13.442
49,0,112,0.272,12.341
49,0,119,0.314,7.975
49,0,126,0.25,0.963
49,0,133,0.0,11.648
49,0,140,0.0,0.741
49,0,147,0.282,3.545
49,0,154,0.353,3.539
49,0,161,0.0,1.375
49,0,168,0.274,10.671
49,0,175,0.0,7.993
49,7,0,0.001,6.469
49,7,7,0.078,4.302
49,7,14,0.002,4.589
49,7,21,0.007,5.357
49,7,28,0.021,7.003
49,7,35,0.001,6.108
49,7,42,0.022,5.955
49,7,49,0.003,5.057
49,7,56,0.019,4.82
49,7,63,0.256,7.04
49,7,70,0.015,10.0
49,7,77,0.001,8.856
49,7,84,0.002,7.002
49,7,91,0.007,4.306
49,7,98,0.025,9.179
49,7,105,0.37,17.242
49,7,112,0.035,6.847
49,7,119,0.005,5.732
49,7,126,0.002,5.025
49,7,133,0.003,7.055
49,7,140,0.02,8.611
49,7,147,0.002,7.0
49,7,154,0.015,4.028
49,7,161,0.017,4.857
49,7,168,0.109,7.0
49,7,175,0.633,11.526
49,14,0,0.0,7.197
49,14,7,0.001,9.154
49,14,14,0.001,5.479
49,14,21,0.004,3.39
49,14,28,0.003,2.931
49,14,35,0.004,1.854
49,14,42,0.002,9.325
49,14,49,0.004,5.735
49,14,56,0.002,1.557
49,14,63,0.003,6.988
49,14,70,0.012,5.52
49,14,77,0.001,10.06
49,14,84,0.001,8.098
49,14,91,0.001,10.087
49,14,98,0.001,2.75
49,14,105,0.001,14.098
49,14,112,0.02,9.848
49,14,119,0.003,9.75
49,14,126,0.017,9.622
49,14,133,0.001,10.631
49,14,140,0.001,3.908
49,14,147,0.001,9.343
49,14,154,0.003,5.398
49,14,161,0.001,6.581
49,14,168,0.001,9.66
49,14,175,0.001,9.159
49,21,0,0.002,1.432
49,21,7,0.004,3.797
49,21,14,0.001,1.991
49,21,21,0.003,3.927
49,21,28,0.002,9.27
49,21,35,0.012,4.096
49,21,42,0.001,6.367
49,21,49,0.007,2.531
49,21,56,0.001,6.139
49,21,63,0.01,2.909
49,21,70,0.002,4.546
49,21,77,0.001,7.711
49,21,84,0.014,1.582
49,21,91,0.009,4.109
49,21,98,0.015,3.422
49,21,105,0.014,6.554
49,21,112,0.004,2.484
49,21,119,0.01,3.946
49,21,126,0.001,4.196
49,21,133,0.001,10.603
49,21,140,0.002,6.666
49,21,147,0.008,4.815
49,21,154,0.003,13.27
49,21,161,0.001,14.379
49,21,168,0.005,0.83
49,21,175,0.011,3.287
49,28,0,0.004,2.389
49,28,7,0.003,4.987
49,28,14,0.008,8.018
49,28,21,0.009,6.2
49,28,28,0.002,2.139
49,28,35,0.009,6.476
49,28,42,0.006,4.807
49,28,49,0.002,4.087
49,28,56,0.008,3.023
49,28,63,0.001,1.316
49,28,70,0.003,2.968
49,28,77,0.005,2.416
49,28,84,0.004,5.171
49,28,91,0.001,2.205
49,28,98,0.01,4.778
49,28,105,0.011,7.311
49,28,112,0.001,2.561
49,28,119,0.01,3.336
49,28,126,0.007,4.727
49,28,133,0.001,2.861
49,28,140,0.003,2.953
49,28,147,0.009,1.414
49,28,154,0.003,8.679
49,28,161,0.006,3.693
49,28,168,0.009,2.577
49,28,175,0.005,6.011
49,35,0,0.006,3.837
49,35,7,0.008,1.031
49,35,14,0.006,3.945
49,35,21,0.007,5.282
49,35,28,0.004,7.604
49,35,35,0.0,2.81
49,35,42,0.006,0.559
49,35,49,0.006,5.963
49,35,56,0.004,5.311
49,35,63,0.005,1.751
49,35,70,0.006,2.642
49,35,77,0.007,3.048
49,35,84,0.006,2.097
49,35,91,0.002,5.523
49,35,98,0.005,1.547
49,35,105,0.003,1.157
49,35,112,0.006,4.745
49,35,119,0.005,2.193
49,35,126,0.003,2.056
49,35,133,0.004,3.572
49,35,140,0.007,1.933
49,35,147,0.001,3.006
49,35,154,0.007,2.903
49,35,161,0.003,1.464
49,35,168,0.003,3.264
49,35,175,0.004,1.969
49,42,0,0.004,2.025
49,42,7,0.006,4.186
49,42,14,0.003,3.78
49,42,21,0.007,6.396
49,42,28,0.007,3.91
49,42,35,0.003,2.964
49,42,42,0.006,5.481
49,42,49,0.005,2.238
49,42,56,0.006,4.8
49,42,63,0.006,4.216
49,42,70,0.003,1.567
49,42,77,0.006,3.739
49,42,84,0.006,2.056
49,42,91,0.005,1.685
49,42,98,0.006,2.424
49,42,105,0.007,2.694
49,42,112,0.004,2.391
49,42,119,0.005,2.011
49,42,126,0.003,2.007
49,42,133,0.002,6.346
49,42,140,0.002,0.872
49,42,147,0.005,3.206
49,42,154,0.004,2.397
49,42,161,0.002,6.217
49,42,168,0.006,4.77
49,42,175,0.005,1.017
49,49,0,0.005,2.787
49,49,7,0.005,2.425
49,49,14,0.005,2.873
49,49,21,0.003,3.224
49,49,28,0.003,2.157
49,49,35,0.004,4.599
49,49,42,0.004,1.388
49,49,49,0.003,1.111
49,49,56,0.003,2.035
49,49,63,0.004,3.732
49,49,70,0.005,4.671
49,49,77,0.005,1.884
49,49,84,0.005,1.691
49,49,91,0.004,1.718
49,49,98,0.005,1.621
49,49,105,0.003,2.761
49,49,112,0.003,2.992
49,49,119,0.005,2.093
49,49,126,0.005,1.836
49,49,133,0.006,2.001
49,49,140,0.005,1.153
49,49,147,0.002,2.02
49,49,154,0.006,3.926
49,49,161,0.003,5.013
49,49,168,0.005,1.474
49,49,175,0.004,4.019
49,56,0,0.004,2.138
49,56,7,0.003,6.625
49,56,14,0.004,2.391
49,56,21,0.004,1.538
49,56,28,0.004,1.669
49,56,35,0.004,4.75
49,56,42,0.005,3.306
49,56,49,0.002,7.482
49,56,56,0.004,2.238
49,56,63,0.004,4.222
49,56,70,0.004,4.315
49,56,77,0.005,0.74
49,56,84,0.004,2.093
49,56,91,0.005,1.218
49,56,98,0.003,3.339
49,56,105,0.004,1.287
49,56,112,0.002,3.984
49,56,119,0.004,1.742
49,56,126,0.004,4.263
49,56,133,0.004,2.999
49,56,140,0.002,4.136
49,56,147,0.004,3.157
49,56,154,0.004,2.998
49,56,161,0.005,0.881
49,56,168,0.003,1.092
49,56,175,0.003,4.198
49,63,0,0.004,4.499
49,63,7,0.003,1.655
49,63,14,0.003,2.367
49,63,21,0.002,2.489
49,63,28,0.004,2.167
49,63,35,0.003,3.281
49,63,42,0.003,1.971
49,63,49,0.003,1.997
49,63,56,0.004,1.231
49,63,63,0.002,2.047
49,63,70,0.002,2.681
49,63,77,0.003,2.85
49,63,84,0.003,2.504
49,63,91,0.003,4.334
49,63,98,0.003,1.79
49,63,105,0.002,1.232
49,63,112,0.004,4.734
49,63,119,0.002,4.294
49,63,126,0.004,1.261
49,63,133,0.004,0.916
49,63,140,0.004,2.123
49,63,147,0.004,2.563
49,63,154,0.004,2.144
49,63,161,0.004,2.682
49,63,168,0.004,1.635
49,63,175,0.004,3.77
49,70,0,0.004,3.926
49,70,7,0.003,4.353
49,70,14,0.003,2.958
49,70,21,0.003,2.805
49,70,28,0.003,2.926
49,70,35,0.003,3.843
49,70,42,0.003,4.369
49,70,49,0.003,2.194
49,70,56,0.003,6.845
49,70,63,0.004,4.286
49,70,70,0.003,6.674
49,70,77,0.003,5.512
49,70,84,0.002,5.06
49,70,91,0.002,2.845
49,70,98,0.003,3.65
49,70,105,0.003,1.969
49,70,112,0.003,1.818
49,70,119,0.003,6.157
49,70,126,0.003,0.901
49,70,133,0.002,1.762
49,70,140,0.003,1.225
49,70,147,0.003,3.13
